"","release_nb","fam_int_id","age","sex","num_children","marital","life_satisfaction","house_val","weeks_employed_last_yr","leisure_hrs","itemize_tax","health_status","race_ref_1","race_ref_2","race_ref_3","race_ref_4","religious_pref","religious_denom","donated_gt_25_charity_last_yr","religious_attend_nb","religious_attend_freq","respondant_was","taxable_income","total_fam_income","education","immigrant_fam_wt","house_val_thousand","donated"
"8852","1","4122",64,"Male",0,"Never married","Very satisfied",NA,0,50,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Protestant unspecified","No",0,"None*","Current Reference Person",0,9346,"HS",21.282,"Does not own home","No"
"8853","1","3836",56,"Male",0,"Divorced, annulled","Somewhat satisfied",NA,0,8,"No; did/will not file","Fair","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",1,"Week","Current Reference Person",0,0,"HS",8.008,"Does not own home","No"
"8854","1","4386",55,"Female",1,"Never married","Very satisfied",NA,52,15,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",2,"Week","Current Reference Person",14042,14042,"SomeHS",13.384,"Does not own home","No"
"8855","1","4143",48,"Male",0,"Divorced, annulled","Completely satisfied",NA,42,2,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",31160,31160,"SomeHS",29.303,"Does not own home","No"
"8856","1","6996",44,"Female",1,"Never married","Somewhat satisfied",NA,52,8,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",2,"Month","Current Reference Person",30050,31322,"HS",16.893,"Does not own home","No"
"8857","1","4931",39,"Male",0,"Never married","Very satisfied",NA,52,5,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","No",0,"None*","Current Reference Person",30000,30000,"HS",16.483,"Does not own home","No"
"8858","1","4237",37,"Female",0,"Never married","Completely satisfied",NA,0,60,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",2,"Week","Current Reference Person",0,13264,"SomeCollege",11.835,"Does not own home","No"
"8859","1","5419",30,"Male",0,"Never married","Very satisfied",NA,50,10,"No; did/will not file","Good","Black, African-American, or Negro","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",4,"Year","Current Reference Person",30100,30100,"SomeCollege",7.397,"Does not own home","No"
"8860","1","4496",26,"Male",1,"Never married","Completely satisfied",NA,46,20,"No; did/will not file","Excellent","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",2,"Year","Current Reference Person",24196,24196,"HS",8.673,"Does not own home","No"
"8861","1","5353",23,"Male",0,"Married","Very satisfied",NA,52,10,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Other Protestant","Yes",1,"Week","Current Reference Person",31000,31000,"SomeCollege",3.699,"Does not own home","Yes"
"8862","1","5591",23,"Female",0,"Never married","Completely satisfied",NA,35,0,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",0,"None*","Current Reference Person",9500,9500,"HS",4.339,"Does not own home","No"
"8863","1","8168",22,"Male",0,"Never married","Somewhat satisfied",NA,39,20,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",0,"None*","Current Reference Person",17000,17000,"HS",9.778,"Does not own home","No"
"8864","1","7119",36,"Female",1,"Never married","Very satisfied",NA,48,10,"No; did/will not file","Fair","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",0,"None*","Current Reference Person",25100,25100,"HS",13.196,"Does not own home","No"
"8865","1","4220",85,"Male",0,"Married","Very satisfied",NA,0,14,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",1,"Week","Spouse or new spouse",0,8820,"Limited",8.313,"Does not own home","No"
"8866","1","5081",42,"Male",3,"Married","Completely satisfied",NA,52,6,"Yes","Excellent","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Other","Inap.: not Protestant (ER70941 ne 08)","Yes",3,"Week","Spouse or new spouse",44000,46000,"HS",7.233,"Does not own home","Yes"
"8867","1","4609",27,"Female",2,"Never married","Somewhat satisfied",NA,52,20,"No; did/will not file","Good","White","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",4,"Year","Current Reference Person",300,12468,"HS",6.318,"Does not own home","No"
"8868","1","7647",49,"Male",0,"Married","Completely satisfied",80000,52,6,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",2,"Year","Spouse or new spouse",77026,132026,"SomeHS",9.158,"[65, 100)","No"
"8869","1","6426",69,"Female",0,"Separated","Very satisfied",NA,0,2,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",0,"None*","Current Reference Person",20,14780,"SomeCollege",21.619,"Does not own home","Yes"
"8870","1","5395",35,"Male",2,"Never married","Very satisfied",NA,49,25,"No; did/will not file","Excellent","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",31000,31000,"HS",9.376,"Does not own home","No"
"8871","1","7841",25,"Male",0,"Never married","Very satisfied",NA,52,20,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Other","Inap.: not Protestant (ER70941 ne 08)","No",5,"Year","Current Reference Person",25000,25000,"HS",10.222,"Does not own home","No"
"8872","1","5608",44,"Male",1,"Married","Very satisfied",180000,52,10,"Yes","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",0,"None*","Spouse or new spouse",145000,171581,"HS",4.301,"[150, 185)","No"
"8873","1","9538",30,"Female",3,"Never married","Completely satisfied",NA,52,7,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Other","Inap.: not Protestant (ER70941 ne 08)","No",20,"Month","Current Reference Person",8000,9450,"SomeCollege",4.785,"Does not own home","No"
"8874","1","8486",59,"Female",0,"Widowed","Very satisfied",1e+05,52,25,"Yes","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",1,"Week","Current Reference Person",20000,49615,"SomeCollege",9.521,"[100, 150)","Yes"
"8875","1","3924",64,"Female",0,"Divorced, annulled","Completely satisfied",NA,0,15,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",1,"Week","Current Reference Person",0,11160,"HS",2.296,"Does not own home","No"
"8876","1","8498",46,"Female",0,"Divorced, annulled","Very satisfied",NA,52,4,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",60,"Year","Current Reference Person",60000,60000,"SomeCollege",6.56,"Does not own home","No"
"8877","1","8513",38,"Male",1,"Divorced, annulled","Completely satisfied",275000,52,16,"No; did/will not file","Excellent","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",2,"Week","Current Reference Person",67000,79000,"SomeCollege",8.938,"[240, 300)","No"
"8878","1","8595",29,"Female",0,"Never married","Somewhat satisfied",NA,52,10,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","No",1,"Week","Current Reference Person",23000,23000,"HS",2.629,"Does not own home","No"
"8879","1","9179",33,"Female",0,"Never married","Not very satisfied",NA,52,15,"No; did/will not file","Fair","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",1,"Week","Current Reference Person",42000,42000,"College",5.193,"Does not own home","Yes"
"8880","1","4157",38,"Female",0,"Never married","Somewhat satisfied",280000,52,15,"No; did/will not file","Excellent","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",12,"Year","Current Reference Person",45025,78425,"SomeCollege",2.271,"[240, 300)","No"
"8881","1","8448",31,"Female",1,"Never married","Very satisfied",NA,35,5,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Other Protestant","No",40,"Year","Current Reference Person",38050,52050,"SomeCollege",3.426,"Does not own home","No"
"8882","1","8340",60,"Male",0,"Married","Very satisfied",160000,52,3,"Yes","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",2,"Year","Spouse or new spouse",105000,105000,"SomeHS",3.358,"[150, 185)","Yes"
